ID,Nom,Commune,Type,Coord_X,Coord_Y
2652,Stade Saint Marc,Lyon 5e Arrondissement,Terrain de football,4.79987,45.75847
2653,Stade Saint Marc,Lyon 5e Arrondissement,Piste d'athlétisme isolée,4.80067,45.7584
2654,Gymnase Jean Moulin,Lyon 5e Arrondissement,Plateau EPS/Multisports/city-stades,4.8191,45.75815
2655,Gymnase Jeunet,Lyon 5e Arrondissement,Salle multisports (gymnase),4.7903,45.74844
2656,Gymnase Branly,Lyon 5e Arrondissement,Stade d’athlétisme,4.79147,45.75091
2657,Complexe Sportif Tronchet,Lyon 6e Arrondissement,Plateau EPS/Multisports/city-stades,4.858,45.77182
2658,Amazonia Bossuet,Lyon 6e Arrondissement,Salle de musculation/cardiotraining,4.848704,45.767851
2659,Ecole Chorégraphique de Lyon,Lyon 6e Arrondissement,Salle de danse,4.84692,45.77097
2660,Ecole Chorégraphique de Lyon,Lyon 6e Arrondissement,Salle de danse,4.84692,45.77097
2661,Terrain Place de l'Europe,Lyon 6e Arrondissement,Terrain de basket-ball,4.85077,45.76466
2662,Stade Edgar Quinet,Lyon 6e Arrondissement,Terrain de basket-ball,4.84632,45.76533
2663,Skate Park Sarrail,Lyon 6e Arrondissement,Skate park,4.84087,45.76839
2664,Vélodrome Georges Preveral,Lyon 6e Arrondissement,Anneau / piste de cyclisme,4.85595,45.78219
2665,Vélodrome Georges Preveral,Lyon 6e Arrondissement,Plateau EPS/Multisports/city-stades,4.85595,45.78219
2666,Ecole Saint Joseph des Brotteaux,Lyon 6e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.854084,45.770905
2667,Collège Saint Louis la Guillotière,Lyon 7e Arrondissement,Salle multisports (gymnase),4.84886,45.74867
2668,Piscine du Rhône,Lyon 7e Arrondissement,Bassin sportif de natation,4.8372,45.75291
2669,Le Jean Jaurès,Lyon 7e Arrondissement,Salle de cours collectifs,4.843083,45.74775
2670,Vo2 Max,Lyon 7e Arrondissement,Salle de musculation/cardiotraining,4.83285,45.74642
2671,Ecole Primaire Gilbert Dru,Lyon 7e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.84433,45.75354
2672,Terrain Gouy,Lyon 7e Arrondissement,Plateau EPS/Multisports/city-stades,4.83631,45.7321
2673,Terrain Marcel Pagnol 2,Lyon 7e Arrondissement,Piste d'athlétisme isolée,4.82525,45.7361
2674,Lycée Professionnel Louise Labe,Lyon 7e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.83117,45.73935
2675,Plaine de Jeux de Gerland,Lyon 7e Arrondissement,Salle de tennis de table,4.82717,45.72175
2676,Stade Tola Vologe,Lyon 7e Arrondissement,Terrain de football,4.82619,45.7226
2677,Palais des Sports,Lyon 7e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.82892,45.72434
2678,Ens - Site Monod,Lyon 7e Arrondissement,Salle de musculation/cardiotraining,4.82647,45.73115
2679,Universite Lyon Ii Louis Lumiere,Lyon 7e Arrondissement,Salle de musculation/cardiotraining,4.83731,45.75158
2680,Ecole Primaire Alain Fournier,Lyon 8e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.8644,45.72648
2681,Ecole Primaire Jean Macé I,Lyon 8e Arrondissement,Salles polyvalentes / des fêtes / non spécialisées,4.877221,45.726343
2682,Ecole Primaire Jean Macé I,Lyon 8e Arrondissement,Plateau EPS/Multisports/city-stades,4.87669,45.7264
2683,Boules du Grand Trou,Lyon 8e Arrondissement,Terrain de boules,4.85343,45.73641
2684,Stade Clos Layat,Lyon 8e Arrondissement,Terrain de football,4.85,45.72619
2685,Stade Vuillermet,Lyon 8e Arrondissement,Terrain de rugby,4.87745,45.72951
2686,Gymnase Marcel Dargent,Lyon 8e Arrondissement,Salle multisports (gymnase),4.86825,45.74559
2687,Stade Antoine Dumont,Lyon 8e Arrondissement,Piste d'athlétisme isolée,4.85632,45.73291
2688,Stade du Clos Layat,Lyon 8e Arrondissement,Terrain mixte,4.85008,45.72566
2689,Gymnase Colbert,Lyon 8e Arrondissement,Structure Artificielle d'Escalade,4.86052,45.74593
2690,Gymnase Colbert,Lyon 8e Arrondissement,Salle multisports (gymnase),4.86052,45.74593
2691,Stade Saez,Lyon 8e Arrondissement,Terrain de football,4.8842,45.73555
2692,Piscine d'Ete Mermoz,Lyon 8e Arrondissement,Bassin mixte de natation,4.88613,45.73045
2693,Gymnase de la Renaissance,Lyon 8e Arrondissement,Salle de gymnastique sportive,4.8714,45.73224
2694,Lycée Professionnel Privé Ort,Lyon 8e Arrondissement,Plateau EPS/Multisports/city-stades,4.86859,45.73802
2695,Lady Fitness 1,Lyon 8e Arrondissement,Salle de cours collectifs,4.86468,45.74646
2696,Lycée Privé la Xavière,Lyon 8e Arrondissement,Plateau EPS/Multisports/city-stades,4.85135,45.72749
2697,Lycée Privé la Xavière,Lyon 8e Arrondissement,Aire de saut,4.85079,45.72744
2698,Lycée Privé la Xavière,Lyon 8e Arrondissement,Plateau EPS/Multisports/city-stades,4.85135,45.72749
2699,Lycée Privé la Xavière,Lyon 8e Arrondissement,Terrain de volley-ball,4.85099,45.72745
2700,Bowling du 8Ème,Lyon 8e Arrondissement,Salle de billard,4.86203,45.74111
2701,Collège Victor Schoelcher,Lyon 9e Arrondissement,Plateau EPS/Multisports/city-stades,4.79476,45.78881
2702,Lycée Jean Perrin,Lyon 9e Arrondissement,Terrain de handball,4.81541,45.79313
2703,Jeux de Boules la Favorite,Lyon 9e Arrondissement,Terrain de boules,4.81107,45.75932
2704,Tennis Club du Fort-Lyon 9Ème,Lyon 9e Arrondissement,Court de tennis,4.79763,45.78914
2705,Tennis Club du Fort-Lyon 9Ème,Lyon 9e Arrondissement,Salle de musculation/cardiotraining,4.79748,45.78884
2706,Stade Boucaud,Lyon 9e Arrondissement,Plateau EPS/Multisports/city-stades,4.80867,45.78113
2707,Stade Edouard Herriot,Lyon 9e Arrondissement,Terrain de handball,4.82577,45.80341
2708,Terrain Montribloud,Lyon 9e Arrondissement,Plateau EPS/Multisports/city-stades,4.78821,45.76564
2709,Campus,Lyon 9e Arrondissement,Terrain de baseball /softball,4.80875,45.78119
2710,Campus,Lyon 9e Arrondissement,Terrain de baseball /softball,4.80875,45.78119
2711,Espace Vergoin,Lyon 9e Arrondissement,Plateau EPS/Multisports/city-stades,4.836005,45.803164
2712,Terrain Industrie,Lyon 9e Arrondissement,Plateau EPS/Multisports/city-stades,4.81526,45.78968
2713,Stade de la Duchère,Lyon 9e Arrondissement,Plateau EPS/Multisports/city-stades,4.79713,45.78679
2714,Stade des Deux Amants,Lyon 9e Arrondissement,Aire de lancer,4.79541,45.76576
2715,Gymnase de la Sauvagère,Lyon 9e Arrondissement,Structure Artificielle d'Escalade,4.82404,45.79587
2716,Stade de la Sauvagère,Lyon 9e Arrondissement,Piste d'athlétisme isolée,4.82303,45.79531
2717,Salle de Tennis de Table,Albigny-sur-Saône,Salle de tennis de table,4.832311,45.870813
2718,Salle des Fetes et Terrain de Jeu,Alix,Terrain de pétanque,4.65008,45.91435
2719,Aire de Saint Hubert,Ambérieux,Terrain de football,4.73536,45.92362
2720,Complexe Culturel et Sportif Bagatelle,Amplepuis,Terrain de basket-ball,4.33247,45.96317
2721,Mini Stade le Passet,Amplepuis,Plateau EPS/Multisports/city-stades,4.32201,45.97728
2722,Stade de Verenay,Ampuis,Court de tennis,4.83171,45.50037
2723,Salle des Fêtes,Ancy,Salles polyvalentes / des fêtes / non spécialisées,4.51257,45.83789
2724,Zone Sportive Jeanne Trouillet,Anse,Salle de gymnastique sportive,4.71593,45.93692
2725,Zone Sportive Jeanne Trouillet,Anse,Terrain de football,4.71377,45.93787
2726,City Stade Hlm,Anse,Plateau EPS/Multisports/city-stades,4.716215,45.9354592
2727,Stade Alexandre Deloire,L'Arbresle,Plateau EPS/Multisports/city-stades,4.61115,45.83932
2728,Ecole Primaire Lassagne,L'Arbresle,Salle de cours collectifs,4.61437,45.83596
2729,Stade Municipal,L'Arbresle,Terrain de football,4.60581,45.83769
2730,Collège Privé Champagnat,L'Arbresle,Salle multisports (gymnase),4.61811,45.83718
2731,Gymnase du Groslier,L'Arbresle,Dojo / Salle d'arts martiaux,4.60465,45.83323
2732,Domaine de la Sauvageonnne,Arnas,Manège,4.69164,46.03155
2733,Ecole Primaire Rue du Stade,Arnas,Plateau EPS/Multisports/city-stades,4.70741,46.02363
2734,L'Escale,Arnas,Salle multisports (gymnase),4.697937,46.029623
2735,L'Escale,Arnas,Terrain de rugby,4.697937,46.029623
2736,Complexe Sportif,Aveize,Terrain de football,4.47862,45.68368
2737,Circuits de Randonnees,Aveize,Boucle de randonnée,4.47689,45.6829
2738,Circuits de Randonnees,Bagnols,Boucle de randonnée,4.6263,45.9038
2739,École Sainte Angèle,Beaujeu,Salles polyvalentes / des fêtes / non spécialisées,4.58572,46.15589
2740,Centre Sportif Rosselli,Belleville,Skate park,4.74122,46.10373
2741,Centre Sportif Rosselli,Belleville,Court de tennis,4.73928,46.1032
2742,Salle Augustin Cisa,Belleville,Salle multisports (gymnase),4.75119,46.1101
2743,Gym Saone Fitness,Belleville,Salle de musculation/cardiotraining,4.75954,46.10376
2744,Gymnase Intercommunal Philippe Gardent,Belleville,Structure Artificielle d'Escalade,4.74005,46.10349
2745,Complexe Sportif des Varennes,Belmont-d'Azergues,Court de tennis,4.66747,45.86307
2746,Ecole de Bessenay,Bessenay,Plateau EPS/Multisports/city-stades,4.5536,45.77691
2747,Complexe Sportif Jean Guilloud,Bessenay,Plateau EPS/Multisports/city-stades,4.54918,45.7814
2748,Centre d'Animation,Bibost,Salles polyvalentes / des fêtes / non spécialisées,4.55002,45.79581
2749,Salle des Fêtes,Blacé,Salles polyvalentes / des fêtes / non spécialisées,4.64968,46.0327
2750,Courts de Tennis / City Stade,Val d'Oingt,Court de tennis,4.57814,45.92676
2751,Salle des Sports,Val d'Oingt,Salle multisports (gymnase),4.57824,45.92624
2752,Boulodromes,Val d'Oingt,Terrain de boules,4.58532,45.91774
2753,Ecole Jacques Cartier,Brignais,Salles polyvalentes / des fêtes / non spécialisées,4.76337,45.67964
2754,Ecole Jacques Cartier,Brignais,Plateau EPS/Multisports/city-stades,4.7634,45.68079
2755,Complexe Sportif Pierre Minssieux,Brignais,Dojo / Salle d'arts martiaux,4.75112,45.67842
2756,Complexe Sportif Pierre Minssieux,Brignais,Terrain mixte,4.7506,45.67908
2757,Complexe Sportif Pierre Minssieux,Brignais,Court de tennis,4.7505,45.67792
2758,Complexe Sportif Pierre Minssieux,Brignais,Court de tennis,4.7505,45.67792
2759,Circuits de Randonnees,Brignais,Boucle de randonnée,4.752,45.6779
2760,Parc de Parilly,Bron,Terrain de baseball /softball,4.89803,45.71641
2761,Parc de Parilly,Bron,Terrain de football,4.89704,45.72045
2762,Parc de Parilly,Bron,Terrain de basket-ball,4.8957,45.72168
2763,Iron Gym Ii,Bron,Salle de cours collectifs,4.912984,45.746847
2764,Stade Jean Jaurès,Bron,Terrain de football,4.90983,45.72802
2765,Douves du Fort,Bron,Pas de tir à l'arc,4.92069,45.73263
2766,Essa,Bron,Bassin sportif de natation,4.92671,45.73013
2767,Essa,Bron,Salle d'escrime,4.92531,45.72913
2768,Squash Espace Évasion,Bron,Salle ou terrain de squash,4.92698,45.7387
2769,Collège Théodore Monot,Bron,Salles polyvalentes / des fêtes / non spécialisées,4.90291,45.7307
2770,Gymnase Jean Moulin,Bron,Salle multisports (gymnase),4.92459,45.74264
2771,Gymnase Tola Vologe,Bron,Salle de danse,4.91137,45.74347
2772,Halle des Sports,Bron,Salles polyvalentes / des fêtes / non spécialisées,4.92179,45.7373
2773,Halle des Sports,Bron,Plateau EPS/Multisports/city-stades,4.92154,45.7367
2774,Stade de Football,Bully,Terrain de football,4.56677,45.85419
2775,Complexe Sportif du Repiel,Bully,Plateau EPS/Multisports/city-stades,4.59175,45.85383
2776,Centre Equestre de Malatray,Bully,Carrière,4.55726,45.85766
2777,"Complexe Sportif ""Des Prolières""",Cailloux-sur-Fontaines,Court de tennis,4.86618,45.84904
2778,Stade Henri Cochet/Fitness Parc,Caluire-et-Cuire,Court de tennis,4.83748,45.7934
2779,Stade Henri Cochet/Fitness Parc,Caluire-et-Cuire,Court de tennis,4.83748,45.7934
2780,You Can Fit,Caluire-et-Cuire,Salle de musculation/cardiotraining,4.834089,45.78693
2781,You Can Fit,Caluire-et-Cuire,Salle de cours collectifs,4.834089,45.78693
2782,Aviron Club de Lyon Caluire,Caluire-et-Cuire,Site d'activités aquatiques et nautiques,4.82767,45.79466
2783,Aviron Club de Lyon Caluire,Caluire-et-Cuire,Site d'activités aquatiques et nautiques,4.83743,45.79746
2784,Tir A l'Arme de Poing du Fort de Montessuy,Caluire-et-Cuire,Pas de tir à la cible,4.84725,45.79187
2785,Fcl Tennis,Caluire-et-Cuire,Court de tennis,4.83622,45.7933
2786,Gymnase Charles Senard,Caluire-et-Cuire,Salle multisports (gymnase),4.84465,45.78902
2787,Parc des Sports Terre des Lièvres 2,Caluire-et-Cuire,Court de tennis,4.86841,45.80341
2788,Parc des Sports Terre des Lièvres 2,Caluire-et-Cuire,Court de tennis,4.86751,45.80343
2789,Aire de Loisirs de la Mardone,Cenves,Plateau EPS/Multisports/city-stades,4.65093,46.26909
2790,Salle d'Animation Rurale,Cercié,Terrain de boules,4.67061,46.1222
2791,Salle d'Animation Rurale,Cercié,Terrain de pétanque,4.6701,46.12217
2792,Stade Rampot,Chambost-Longessaigne,Salle multisports (gymnase),4.36631,45.77433
2793,Courts de Tennis,Chamelet,Court de tennis,4.50504,45.9796
2794,Courts de Tennis,Chamelet,Court de tennis,4.50504,45.9796
2795,Stade Bouliste,Champagne-au-Mont-d'Or,Terrain de boules,4.789473,45.795467
2796,Gymnase Marcel Chatelet,Champagne-au-Mont-d'Or,Skate park,4.7853,45.796
2797,Espace Henri Cochet,Chaponost,Court de tennis,4.75011,45.70426
2798,Ferme de la Dame Blanche,Chaponost,Manège,4.732226,45.699853
2799,Parc des Sports,Charbonnières-les-Bains,Court de tennis,4.74583,45.78219
2800,Parc des Sports,Charbonnières-les-Bains,Mur de tennis,4.74627,45.78287
2801,Parc des Sports,Charbonnières-les-Bains,Court de tennis,4.74558,45.78281
2802,Gymnase,Charly,Court de tennis,4.794,45.65162
2803,Gymnase,Charly,Court de tennis,4.794,45.65162
2804,Circuits de Randonnees,Chassagny,Boucle de randonnée,4.72764,45.6094
2805,Stade Ludovic Giuly,Chasselay,Terrain de football,4.77096,45.88252
2806,Pôle Sportif,Chasselay,Salle multisports (gymnase),4.772271,45.878053
2807,Pôle Sportif,Chasselay,Court de tennis,4.772271,45.878053
2808,Circuits de Randonnees,Chasselay,Boucle de randonnée,4.76985,45.8751
2809,La Manade,Chasselay,Manège,4.78213,45.89711
2810,Collège,Châtillon,Salle multisports (gymnase),4.64166,45.86637
2811,Boulodromes,Châtillon,Terrain de boules,4.64212,45.87374
2812,Salle Pierre de Coubertin,Chazay-d'Azergues,Parcours sportif/santé,4.71201,45.87168
2813,Salle Pierre de Coubertin,Chazay-d'Azergues,Court de tennis,4.71117,45.87079
2814,Jeu de Boules,Chénas,Terrain de boules,4.72085,46.21179
2815,Complexe Sportif Jean Bidon,Chessy,Terrain de football,4.61777,45.88497
2816,Ecole Primaire Publique,Condrieu,Terrain de handball,4.76807,45.46468
2817,Salle Polyvalente,Cours,Salle multisports (gymnase),4.31466,46.06539
2818,Circuits de Randonnees,Courzieu,Boucle de randonnée,4.56969,45.7399
2819,Tir Olympique Lyonnais,Couzon-au-Mont-d'Or,Pas de tir à la cible,4.82485,45.85299
2820,Tir Olympique Lyonnais,Couzon-au-Mont-d'Or,Pas de tir à la cible,4.82485,45.85299
2821,Tir Olympique Lyonnais,Couzon-au-Mont-d'Or,Pas de tir à la cible,4.82485,45.85299
2822,Tir Olympique Lyonnais,Couzon-au-Mont-d'Or,Pas de tir à la cible,4.82485,45.85299
2823,Tir Olympique Lyonnais,Couzon-au-Mont-d'Or,Pas de tir à la cible,4.82485,45.85299
2824,Complexe Salle des Fêtes,Couzon-au-Mont-d'Or,Dojo / Salle d'arts martiaux,4.83125,45.84576
2825,Salle d'Animation Rurale,Couzon-au-Mont-d'Or,Salles polyvalentes / des fêtes / non spécialisées,4.83126,45.84926
2826,Stade Neveu,Craponne,Salle multisports (gymnase),4.7117,45.74301
2827,Ecole Élementaire Philippe Soupault,Craponne,Plateau EPS/Multisports/city-stades,4.73416,45.74569
2828,Courts de Tennis,Craponne,Court de tennis,4.71187,45.73954
2829,Base de Loisirs Lac des Sapins,Cublize,Salle ou terrain de paintball,4.37818,46.01155
2830,Gaely - Hauchard,Dardilly,Carrière,4.72804,45.81534
2831,Tennis Club des 4 Saisons,Dardilly,Court de tennis,4.73906,45.79208
2832,Site de la Brocardiere,Dardilly,Stade d’athlétisme,4.76455,45.81167
2833,Circuits de Randonnee,Dardilly,Boucle de randonnée,4.75394,45.80604
2834,Squash du Mont d'Or,Dardilly,Salle ou terrain de squash,4.767412,45.808808
2835,Centre Equestre de Denice,Denicé,Carrière,4.64859,46.00303
2836,Centre Equestre de Denice,Denicé,Boucle de randonnée,4.64861,46.00276
2837,Salle d'Animation Rurale,Dracé,Salle de cours collectifs,4.76744,46.15604
2838,Terrain de Petanque,Duerne,Terrain de pétanque,4.52589,45.68307
2839,Haras de Préjeurin,Échalas,Carrière,4.72022,45.56114
2840,College du Sacre Coeur,Écully,Aire de lancer,4.77479,45.76865
2841,Domaine de Charrière Blanche,Écully,Court de tennis,4.77233,45.78143
2842,Ecole Centrale,Écully,Structure Artificielle d'Escalade,4.770737,45.783305
2843,Ecole Centrale,Écully,Court de tennis,4.769996,45.783194
2844,Ecole Centrale,Écully,Stade d’athlétisme,4.76926,45.782935
2845,Em Lyon,Écully,Dojo / Salle d'arts martiaux,4.764507,45.785253
2846,Circuits de Randonnees,Éveux,Boucle de randonnée,4.6228,45.8289
2847,Skate Park,Fleurieu-sur-Saône,Skate park,4.84477,45.85956
2848,Complexe Sportif,Fleurieux-sur-l'Arbresle,Terrain de football,4.65265,45.83367
2849,Gymnase du Groupe Scolaire du Centre,Fontaines-sur-Saône,Salle multisports (gymnase),4.847608,45.836442
2850,Complexe du Stade Roy,Fontaines-sur-Saône,Terrain de football,4.85275,45.83021
2851,Gymnase des Ronzieres,Fontaines-sur-Saône,Terrain de football,4.85515,45.83286
2852,Gymnase des Ronzieres,Fontaines-sur-Saône,Court de tennis,4.85516,45.83404
2853,Gymnase Jean Boistard,Francheville,Salle multisports (gymnase),4.77689,45.73984
2854,Centre Équestre du Findez,Francheville,Manège,4.73091,45.73378
2855,Société Sportive des Acqueducs,Francheville,Court de tennis,4.75961,45.72724
2856,Société Sportive des Acqueducs,Francheville,Court de tennis,4.7595,45.72728
2857,Salle Polyvalente de Bel-Air,Francheville,Salles polyvalentes / des fêtes / non spécialisées,4.75852,45.74691
2858,Complexe Sportif,Francheville,Terrain de basket-ball,4.77186,45.73126
2859,Complexe Sportif,Francheville,Terrain de boules,4.77088,45.73304
2860,Tennis des Arpinières,Francheville,Court de tennis,4.74914,45.73555
2861,Aerodrome Villefranche Tarare,Frontenas,Piste d’aérodrome / d'aéroport,4.63494,45.92
2862,Sport Light,Givors,Salle de musculation/cardiotraining,4.74633,45.58266
2863,Sport Light,Givors,Salle de cours collectifs,4.74633,45.58266
2864,Terrain de Football la Rama,Givors,Terrain de football,4.763158,45.607613
2865,City Stade la Freydière,Givors,Plateau EPS/Multisports/city-stades,4.757126,45.581957
2866,Terrain de Basket R.Rolland,Givors,Terrain de basket-ball,4.765311,45.604275
2867,Boule Fraternelle,Givors,Terrain de boules,4.762304,45.591076
2868,Collège Lucie Aubrac,Givors,Piste d'athlétisme isolée,4.76745,45.60048
2869,Salle de Musculation,Givors,Salle de musculation/cardiotraining,4.76428,45.60457
2870,Gymnase de Bans,Givors,Aire de saut,4.7947,45.56876
2871,Salle de Musculation Picard,Givors,Salle de musculation/cardiotraining,4.77089,45.59117
2872,Gymnase Jean Jaurès,Givors,Salle multisports (gymnase),4.77419,45.58361
2873,Parc des Sports,Givors,Dojo / Salle d'arts martiaux,4.77055,45.60103
2874,Parc des Sports,Givors,Court de tennis,4.77148,45.60089
2875,Aire de Loisirs,Grandris,Skate park,4.47873,46.04214
2876,Tennis,Grézieu-la-Varenne,Court de tennis,4.655773,45.748545
2877,Salle des Sports Eugène Catalon,Grézieu-la-Varenne,Salles polyvalentes / des fêtes / non spécialisées,4.6971,45.7484
2878,Espace Cartay,Grézieu-le-Marché,Terrain de boules,4.42025,45.65332
2879,Stade Jean Zay,Grigny,Piste d'athlétisme isolée,4.78451,45.6088
2880,Stade Jean Zay,Grigny,Court de tennis,4.78549,45.60946
2881,Plateau Sportif,Les Halles,Plateau EPS/Multisports/city-stades,4.43022,45.72027
2882,Collège Daisy Georges Martin,Irigny,Terrain de volley-ball,4.81708,45.67297
2883,Collège Daisy Georges Martin,Irigny,Terrain de handball,4.81661,45.67343
